"Word","IPA","POS","Category","Definition","Examples","Notes","Synonyms","Antonyms","SynonymDistinction"
"crocodile","/ˈkrɒkədaɪl/","n.","动植物","义1. 鳄鱼","义1:
  • The crocodile lay motionless in the mud.
  • Crocodiles ambush prey at the water's edge.
  • A crocodile's jaws snap shut with huge force.","reptile；ambush 伏击。alligator 短吻鳄。","","",""
"frog","/frɒɡ/","n.","动植物","义1. 青蛙","义1:
  • The frog leapt into the pond.
  • Frogs breathe through their skin as well as lungs.
  • Tadpoles grow into frogs in a few weeks.","amphibian 两栖类；tadpole 蝌蚪；croak 呱呱叫。","","",""
"chameleon","/kəˈmiːliən/","n.","动植物","义1. 变色龙","义1:
  • The chameleon changed colour to match the leaf.
  • Chameleons shoot out a long sticky tongue.
  • Its swivelling eyes watch in two directions at once.","象征‘善变’；change colour 变色。","","",""
"salmon","/ˈsæmən/","n.","动植物","义1. 三文鱼；鲑鱼","义1:
  • Salmon swim upstream to spawn.
  • Grilled salmon is rich in omega-3.
  • The salmon leapt the waterfall on its way home.","fish；swim upstream 洄游；spawn 产卵。","","",""
"shark","/ʃɑːk/","n.","动植物","义1. 鲨鱼","义1:
  • The shark circled the struggling fish.
  • Sharks have sensors that detect faint movement.
  • A great white shark breached beside the boat.","cartilaginous fish 软骨鱼；predator 顶级掠食者。","","",""
"octopus","/ˈɒktəpəs/","n.","动植物","义1. 章鱼","义1:
  • The octopus squeezed through a tiny gap.
  • An octopus squirts ink to escape.
  • Octopuses have three hearts and blue blood.","cephalopod 头足类；squirt ink 喷墨。","","",""
"crab","/kræb/","n.","动植物","义1. 螃蟹","义1:
  • The crab scuttled sideways across the sand.
  • Crabs moult their shells as they grow.
  • He cracked the crab's claw with a nutcracker.","crustacean 甲壳类；scuttle 横行；moult 蜕壳。","","",""
"jellyfish","/ˈdʒelifɪʃ/","n.","动植物","义1. 水母","义1:
  • The jellyfish drifted with the current.
  • Its tentacles deliver a painful sting.
  • Blooms of jellyfish are increasing in warming seas.","tentacle 触手；sting 蜇；gelatinous 凝胶状。","","",""
"butterfly","/ˈbʌtəflaɪ/","n.","动植物","义1. 蝴蝶","义1:
  • The butterfly flitted from flower to flower.
  • A caterpillar becomes a butterfly in its chrysalis.
  • Monarch butterflies migrate thousands of miles.","insect；chrysalis 蛹；metamorphosis 变态发育。","","",""
"bee","/biː/","n.","动植物","义1. 蜜蜂","义1:
  • The bee buzzed around the blossom.
  • Bees pollinate a third of our food crops.
  • A honeybee stings only once, then dies.","pollinate 传粉；hive 蜂巢；swarm 蜂群。","","",""
"ant","/ænt/","n.","动植物","义1. 蚂蚁","义1:
  • The ant carried a leaf many times its weight.
  • Ants cooperate in complex colonies.
  • A line of ants marched toward the crumb.","insect；colony 群落；social insect。","","",""
"spider","/ˈspaɪdə(r)/","n.","动植物","义1. 蜘蛛","义1:
  • The spider spun a meticulous web.
  • A spider waits at the centre of its trap.
  • Most spiders are harmless to humans.","arachnid 蛛形纲（非 insect）；web 网；spin 结网。","","",""
"dragonfly","/ˈdræɡənflaɪ/","n.","动植物","义1. 蜻蜓","义1:
  • The dragonfly hovered, then darted off.
  • Dragonflies hunt other insects in flight.
  • Its four wings beat independently.","insect；hover 悬停；dart 疾飞。","","",""
"ladybug","/ˈleɪdibʌɡ/","n.","动植物","义1. 瓢虫","义1:
  • The ladybug crawled across the leaf.
  • Ladybugs eat aphids that harm crops.
  • A red ladybug with black spots landed on her hand.","beetle 甲虫；益虫，吃蚜虫 aphid。","","",""
"oak","/əʊk/","n.","动植物","义1. 橡树","义1:
  • The oak stood for centuries in the field.
  • Acorns are the seeds of the oak.
  • Oak wood is prized for its strength.","deciduous 落叶树；acorn 橡果；hardwood 硬木。","","",""
"pine","/paɪn/","n.","动植物","义1. 松树","义1:
  • The pine smells of resin in summer.
  • Pines keep their needles all winter.
  • Pine cones release seeds when dry.","evergreen conifer 常绿针叶树；needle 针叶；cone 球果。","","",""
"willow","/ˈwɪləʊ/","n.","动植物","义1. 柳树","义1:
  • The willow wept over the still pond.
  • Willow branches bend without breaking.
  • They wove baskets from willow withes.","weeping willow 垂柳；flexible 柔韧。","","",""
"bamboo","/bæmˈbuː/","n.","动植物","义1. 竹子","义1:
  • Bamboo grows astonishingly fast.
  • Pandas depend almost entirely on bamboo.
  • They built the fence from split bamboo.","grass 禾本科（非树）；hollow 中空；fast-growing。","","",""
"cactus","/ˈkæktəs/","n.","动植物","义1. 仙人掌","义1:
  • The cactus stores water in its stem.
  • Cacti thrive in harsh deserts.
  • A cactus blooms with surprising bright flowers.","succulent 多肉；spine 刺；desert 沙漠。","","",""
"fern","/fɜːn/","n.","动植物","义1. 蕨类","义1:
  • Ferns unfurl their fronds in spring.
  • Ferns prefer the damp shade of the forest.
  • Tree ferns grew as tall as houses in prehistoric times.","non-flowering 不开花；spore 孢子繁殖；frond 叶。","","",""
"moss","/mɒs/","n.","动植物","义1. 苔藓","义1:
  • Moss carpeted the damp stones.
  • Moss grows where sunlight is faint.
  • The log was soft with green moss.","non-vascular 非维管；damp shade 阴湿处。","","",""
"palm","/pɑːm/","n.","动植物","义1. 棕榈树","义1:
  • Palms lined the tropical beach.
  • The palm yielded coconuts and dates.
  • Its fronds swayed in the sea breeze.","tropical 热带；frond 棕榈叶；coconut 椰子。","","",""
"maple","/ˈmeɪpl/","n.","动植物","义1. 枫树","义1:
  • The maple blazed red in October.
  • Maple syrup is tapped from the trunk.
  • Its leaf is Canada's national symbol.","deciduous；maple syrup 枫糖浆；symbol of Canada。","","",""
"rose","/rəʊz/","n.","动植物","义1. 玫瑰；蔷薇","义1:
  • She placed a red rose on the grave.
  • The rose bush bristled with thorns.
  • He pressed a dried rose between the pages.","thorn 刺；象征 love；rose 也指‘玫瑰色’。","","",""
"tulip","/ˈtjuːlɪp/","n.","动植物","义1. 郁金香","义1:
  • Tulips bobbed in the spring wind.
  • The Dutch once traded tulip bulbs like gold.
  • A field of tulips stretched to the horizon.","bulb 球茎；荷兰象征；spring flower。","","",""
"lily","/ˈlɪli/","n.","动植物","义1. 百合","义1:
  • The white lily symbolised purity.
  • Lilies filled the room with scent.
  • The pond lily floated a single bloom.","symbol of purity 纯洁；fragrant 芳香。","","",""
"sunflower","/ˈsʌnflaʊə(r)/","n.","动植物","义1. 向日葵","义1:
  • The sunflower turned to face the sun.
  • Sunflowers yield oil-rich seeds.
  • A row of sunflowers stood like sentinels.","heliotrope 向光性；seed 瓜子；oil 葵花油。","","",""
"orchid","/ˈɔːkɪd/","n.","动植物","义1. 兰花","义1:
  • The orchid perched on a branch, not soil.
  • Orchids are prized for their exotic shapes.
  • She nursed the rare orchid for years.","epiphyte 附生；exotic 奇特的花形；rare 稀有。","","",""
"lavender","/ˈlævəndə(r)/","n.","动植物","义1. 薰衣草","义1:
  • Lavender scented the whole garden.
  • She stuffed the pillow with dried lavender.
  • Lavender fields purple the Provence hills.","fragrant 芳香；calming 安神；purple 紫。","","",""
"lotus","/ˈləʊtəs/","n.","动植物","义1. 莲花；荷","义1:
  • The lotus rose clean from the mud.
  • The lotus is sacred in Buddhism and Hinduism.
  • Its seed pod sits like a shower head.","aquatic 水生；symbol of purity/ enlightenment 清净。","","",""
"habitat","/ˈhæbɪtæt/","n.","动植物","义1. 栖息地","义1:
  • Logging destroys the panda's habitat.
  • Wetlands are a vital habitat for birds.
  • Climate change is shifting many species' habitats.","与 niche（生态位）不同；habitat 指物理环境。","environment、territory","","environment 泛指环境；territory 指动物领地；habitat 强调物种自然生存的物理栖所。"
"predator","/ˈpredətə(r)/","n.","动植物","义1. 捕食者；天敌","义1:
  • The fox is a predator of rabbits.
  • Apex predators keep ecosystems in balance.
  • The predator stalked its prey unseen.","反义 prey 猎物；apex predator 顶级掠食者。","hunter","prey","hunter 泛指狩猎者（可指人）；predator 生态上‘捕食者’。"
"dichotomy","/daɪˈkɒtəmi/","n.","学术写作","义1. 二分；对立","义1:
  • He rejected the mind–body dichotomy.
  • The dichotomy between nature and nurture is false.
  • We must move beyond this simple dichotomy.","常接 between；形容词 dichotomous。","division、contrast","continuum","division 泛指‘划分’；dichotomy 强调‘非此即彼的两分对立’。"
"nuance","/ˈnjuːɑːns/","n.","学术写作","义1. 细微差别","义1:
  • The translation misses a crucial nuance.
  • He appreciated the nuance of her tone.
  • These terms differ only in nuance.","形容词 nuanced 细腻的/有层次的（高频写作词）。","subtlety、shade","bluntness","subtlety 泛指‘微妙’；nuance 特指语义/语气上‘细微差异’。"
"derive","/dɪˈraɪv/","v.","学术写作","义1. 源自；推导","义1:
  • We derive the formula from first principles.
  • The word is derived from Latin.
  • Benefits derived from the policy were modest.","derive from 源自；derivation 派生/推导。","obtain、originate","","obtain 泛指‘获得’；derive 强调‘从源头推导/得出’。"
"underpin","/ˌʌndəˈpɪn/","v.","学术写作","义1. 支撑；构成基础","义1:
  • Four pillars underpin the theory.
  • Strong institutions underpin economic growth.
  • The claim is underpinned by solid data.","比喻‘打下基础’；名词 underpinning。","support、bolster","undermine","support 泛‘支持’；underpin 强调‘从根基上支撑’。"
"facilitate","/fəˈsɪlɪteɪt/","v.","学术写作","义1. 促进；使便利","义1:
  • Trade agreements facilitate exchange.
  • The app facilitates communication across teams.
  • Good design facilitates learning.","不以‘人’作宾语（不说 facilitate sb.）；名词 facility 设施。","ease、promote","hinder","ease 使‘更容易’；facilitate 较正式‘促成/提供便利’。"
"conducive","/kənˈdjuːsɪv/","adj.","学术写作","义1. 有益于…的；促成…的","义1:
  • A quiet room is conducive to study.
  • The climate is conducive to outdoor life.
  • This culture is not conducive to frank debate.","常接 to + 名词/动名词；反义 detrimental（有害的）。","favourable、helpful","detrimental、hostile","favourable 有利；conducive 强调‘有助于产生某结果的环境条件’。"
"scrutinise","/ˈskruːtənaɪz/","v.","学术写作","义1. 仔细审查（美 scrutinize）","义1:
  • Reviewers scrutinised every claim.
  • We must scrutinise the assumptions closely.
  • The data were scrutinised for errors.","名词 scrutiny 审查；形容‘细致检查’。","examine、inspect","ignore","examine 一般‘检查’；scrutinise 强调‘逐字逐句地仔细审查’。"
"attribute","/əˈtrɪbjuːt/","v.","学术写作","义1. 把…归因于（attribute A to B）","义1:
  • She attributed the drop to poor policy.
  • The effect is attributed to climate change.
  • We attribute the result to random chance.","注意重音：动词 /əˈtrɪbjuːt/，名词 /ˈætrɪbjuːt/‘特质’。","ascribe、assign","","ascribe 也‘归于’，常偏主观；attribute 更常用于因果归因。"
"notwithstanding","/ˌnɒtwɪθˈstændɪŋ/","prep./conj.","学术写作","义1. 尽管；虽然","义1:
  • Notwithstanding the risks, they proceeded.
  • The law applies, difficulties notwithstanding.
  • His objections notwithstanding, the plan passed.","正式，位置灵活（可置句首/句末/名词后）；= despite。","despite、although","","despite 最常用；notwithstanding 更正式且位置灵活。"
"comprise","/kəmˈpraɪz/","v.","学术写作","义1. 包含；由…组成","义1:
  • The sample comprises 500 households.
  • The committee is comprised of experts.
  • The book comprises three parts.","不用被动进行时‘comprising of’是错的；正确 comprise / be comprised of。","consist of、include","","consist of 与 comprise 同义但 comprise 语气更正式；include 不一定穷尽。"
"metonymy","/məˈtɒnəmi/","n.","英语文学","义1. 转喻（以相关物代本体）","义1:
  • ‘The crown’ is a metonymy for the monarchy.
  • ‘The pen is mightier than the sword’ uses metonymy.
  • Wall Street is a metonymy for finance.","与 metaphor 不同：metonymy 是‘相关替换’，非‘类比’。","synecdoche","","synecdoche 以部分代整体（如 wheels 代 car）；metonymy 以相关物代（crown 代 king）。"
